Numero_da_Ocorrencia,Numero_da_Ficha,Operador_Padronizado,Classificacao_da_Ocorrencia,Data_da_Ocorrencia,Hora_da_Ocorrencia,Municipio,UF,Regiao,Descricao_do_Tipo,ICAO,Latitude,Longitude,Tipo_de_Aerodromo,Historico,Matricula,Categoria_da_Aeronave,Operador,Tipo_de_Ocorrencia,Fase_da_Operacao,Operacao,Danos_a_Aeronave,Aerodromo_de_Destino,Aerodromo_de_Origem,Lesoes_Fatais_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Leves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Ilesos_Tripulantes,Ilesos_Passageiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Modelo,CLS,Tipo_ICAO,PMD,Numero_de_Assentos,Nome_do_Fabricante,PSSO
31208,2022842854,PEMA AVGÁS COMERCIO DE COMBUSTÍVEIS E AVIAÇÃO AGRÍCOLA EIRELI,Acidente,2022-02-08,15:20,ULIANÓPOLIS,PA,Norte,OPERAÇÃO A BAIXA ALTITUDE,SJVX,"-3,70278","-47,7694",Privado,A aeronave decolou do Aeródromo de Pagrisa (SJVX) Ulianópolis PA às 15h15min (UTC) a fim de realizar aplicação de fungicida em plantação de cana-de-açúcar na Fazenda da Usina Pagrisa com um piloto a bordo. Durante o segundo tiro de aplicação às 15h20min (UTC) a aeronave perdeu altura e colidiu contra a plantação e na sequência contra o terreno.,PTCNK,TPP,PEMA AVGÁS COMERCIO DE COMBUSTÍVEIS E AVIAÇÃO AGRÍCOLA EIRELI,LALT,Manobra,Voo Privado,Substancial,SJVX,SJVX,,,,,,,,,,1.0,,,,,EMB-203,L1P,IPAN,1900.0,1.0,EMBRAER,verdadeiro
32487,2022148408,AEROCLUBE DE FERNANDÓPOLIS,Acidente,2022-06-17,13:10,FERNANDÓPOLIS,SP,Sudeste,EXCURSÃO DE PISTA,SDFD,"-20,2766","-50,2138",Público,A aeronave decolou do aeródromo de Coronel Aviador Carlos Orleans Guimarães (SDFD) Fernandópolis SP para um voo local de instrução com um aluno a bordo. Durante o pouso houve a perda de controle da aeronave que saiu pela lateral esquerda da pista.,PPGEJ,PRI,AEROCLUBE DE FERNANDÓPOLIS,RE,Corrida após pouso,Voo Privado,Substancial,SDFD,SDFD,,,,,,,,,,1.0,,,,,AB-115,L1P,AB11,770.0,2.0,AERO BOERO,verdadeiro
33826,2022994291,THAÍS ALINE CERUTTI,Acidente,2022-08-27,20:30:00,CAMPO LARGO,PR,Sul,PERDA DE CONTROLE EM VOO,Fora de Aeródromo,,,-,A aeronave decolou do aeródromo Doutor Mauro de Souza Castro (SJWL) no município de Campo Largo PR por volta das 20h00min (UTC) a fim de realizar voo local privado com um piloto a bordo.Durante a aproximação para pouso houve a perda de controle da aeronave e o impacto contra o solo.,PUDJS,PET,THAÍS ALINE CERUTTI,LOC-I,Aproximação,Voo Privado,Substancial,SJWL,SJWL,1.0,,,,,,,,,,,,,,MISTRAL 582C,L1P,ULAC,420.0,2.0,ULTRALEGER,verdadeiro
35306,199603122243205,MOACIR UGHINI T.AEREO INDIVIDUAL,Acidente,1996-03-12,13:40:00,TRAMANDAÍ,RS,Sul,,Fora de Aeródromo,,,-,,PTWES,TPP,MOACIR UGHINI T.AEREO INDIVIDUAL,,,,,,,,,,,,,,,,,,,,,182G,L1P,C182,1270.0,4.0,CESSNA AIRCRAFT,verdadeiro
38382,202362976253,SAGRES TÁXI AÉREO LTDA,Acidente,2023-08-16,15:40:00,LARANJAL DO JARI ,AP,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-0,1743","-52,3034",-,A aeronave decolou da Aldeia Apalai Bona (SDK2) Almeirim PA com destino ao Aeródromo Internacional Alberto Alcolumbre (SBMQ) Macapá AP por volta das 14h27min (UTC) a fim de realizar translado com um piloto e dois passageiros a bordo. Durante o voo em rota a aeronave efetuou pouso forçado em área de floresta.,PRBGF,TPP,SAGRES TÁXI AÉREO LTDA,SCF-PP,Cruzeiro,Voo não regular,Substancial,SBMQ ,SDK2 ,,,,,,,,,,1.0,2.0,,,,EC 120 B,H1T,EC20,1715.0,5.0,EUROCOPTER FRANCE,verdadeiro
37747,202341344266,FERMAC CARGO CONSULTORIA E ASSESSORIA EM TRANSPORTES LTDA,Incidente Grave,2023-06-15,13:10:00,POUSO ALEGRE ,MG,Sudeste,EXCURSÃO DE PISTA,SNZA,"-22,172","-45,551",Público,A aeronave decolou do aeródromo Estadual de Campos dos Amarais - Prefeito Francisco Amaral (SDAM) Campinas SP com destino ao aeródromo Pouso Alegre (SNZA) Pouso Alegre MG por volta das 11h00min (UTC) a fim de transportar pessoal com um piloto e três passageiros a bordo. Após o pouso durante a desaceleração a aeronave não conseguiu parar até o limite da cabeceira oposta extrapolando-o longitudinalmente percorrendo alguns metros adiante parando no início de um barranco adjacente.,PPZZX,AMD,FERMAC CARGO CONSULTORIA E ASSESSORIA EM TRANSPORTES LTDA,RE,Pouso,Voo Privado,Leve,SNZA,SDAM,,,,,,,,,,1.0,3.0,,,,RV-10,L1P,ZZZZ,1224.0,4.0,FLYER INDUSTRIA AERONAUTICA LTDA,verdadeiro
27703,202187487,JOÃO GUSTAVO BATISTA CORREA,Acidente,2021-03-31,14:00,TANGARÁ DA SERRA,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SWTS,"-14,6719","-57,4406",Público,A aeronave decolou do Aeródromo de Tangará da Serra (SWTS) MT com destino ao Aeródromo de Cáceres (SWKC) MT às 13h56min (UTC) a fim de realizar voo privado com um piloto e um passageiro a bordo. Após a decolagem da cabeceira 18 de SWTS o motor da aeronave apresentou falhas em seu funcionamento e o piloto tentou executar um retorno à pista. Durante o procedimento a aeronave impactou contra uma viga de concreto de uma cerca de alambrado e o solo. A aeronave ficou destruída. O piloto e o passageiro sofreram lesões fatais.,PRZJW,PET,JOÃO GUSTAVO BATISTA CORREA,SCF-PP,Decolagem,Voo Experimental,Destruída,SWKC,SWTS,1.0,1.0,,,,,,,,,,,,,EXPLORER,L1P,ZZZZ,1500.0,4.0,INPAER - Indústria Paulista de Partes e,verdadeiro
31110,2022131779,POLICIA MILITAR DE MINAS GERAIS,Incidente Grave,2022-01-19,19:50,BELO HORIZONTE,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SBBH,"-43,9506","-19,8519",Público,A aeronave decolou do Aeródromo da Pampulha – Carlos Drummond de Andrade (SBBH) Belo Horizonte MG com destino ao Aeródromo de Varginha (SBVG) MG por volta das 19h20min (UTC) a fim de realizar transporte de paciente médico com dois pilotos e um passageiro a bordo. A tripulação reportou pane no recolhimento do trem e decidiu retornar para SBBH. Durante a corrida de pouso houve o recolhimento dos trens principais e consequente excursão de pista pela direita.,PTOSO,ADE,POLICIA MIL.DO EST.DE MINAS GERAIS,SCF-NP,Corrida após pouso,Operação Pública,Leve,SBVG,SBBH,,,,,,,,,,2.0,1.0,,,,C90,L2T,BE9L,4763.0,8.0,BEECH AIRCRAFT,verdadeiro
34088,2022925639,MARCOS MELLO MONTEIRO DE REZENDE,Acidente,2022-09-06,13:30:00,MONTE SANTO,BA,Nordeste,PERDA DE CONTROLE EM VOO,Fora de Aeródromo,,,-,A aeronave decolou da Fazenda Lagoa Nova (ZZZZ) Santa Luz BA por volta das 13h00min (UTC) para um voo privado com destino ao município de Monte Santo BA com um piloto e dois passageiros a bordo. Durante realização do tráfego para pouso no Estádio de futebol de Monte Santo ocorreu perda de controle em voo da aeronave sendo necessário efetuar um pouso de emergência em um terreno descampado.,PRWGS,TPP,MARCOS MELLO MONTEIRO DE REZENDE,LOC-I,Circuto de Tráfego,Voo Privado,Substancial,,,,,,,,,,,,1.0,2.0,,,,R44 II,H1P,R44,1134.0,4.0,ROBINSON HELICOPTER,verdadeiro
35586,2022489084,DANIEL MARQUES RIBEIRO,Acidente,2022-12-19,09:50:00,"Fazenda Santa Bárbara, Bom Jesus de Goiás",GO,Centro-Oeste,PERDA DE CONTROLE EM VOO,APUA,"-18,1236","-49,4317",APUA,A aeronave decolou da Área de pouso para uso aeroagrícola (APUA) da Fazenda Santa Bárbara (ZZZZ) município de Bom Jesus de Goiás GO por volta das 09h45min (UTC) a fim de realizar voo local com um piloto a bordo. Durante curva para enquadramento da final houve perda do controle da aeronave vindo a mesma a colidir contra o solo e incendiar-se após o impacto.,PTGOE,TPP,DANIEL MARQUES RIBEIRO,LOC-I,Manobra,Voo Privado,Substancial,***,***,1.0,,,,,,,,,,,,,,EMB-201,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
42048,202430895770,CAPIVARI AVIACAO AGRICOLA LTDA,Acidente,2024-01-21,10:00,CAPIVARI DO SUL,RS,Sul,OPERAÇÃO A BAIXA ALTITUDE,Fora de Aeródromo,"-30,1767","-50,4156",-,A aeronave decolou de uma área de pouso para uso aeroagrícola no distrito de Rancho Velho no município de Capivari do Sul RS aproximadamente às 10h00min (UTC) a fim de realizar voo de pulverização em lavoura de arroz com um tripulante a bordo. Durante o voo ao iniciar uma passagem de aplicação a aeronave colidiu com fios de uma rede de alta tensão e posteriormente foi realizado um pouso forçado em área não preparada.,PTVVH,S05,CAPIVARI AVIACAO AGRICOLA LTDA,LALT,Manobra,Operação Especializada,Substancial,,,,,,,,,,,,1.0,,,,,EMB-202A,L1P,IPAN,1800.0,1.0,EMBRAER,verdadeiro
27444,202133588,TEXTOR AVIACAO AGRICOLA LTDA - EPP,Acidente,2021-03-09,11:30,QUIRINÓPOLIS,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Fora de Aeródromo,"-18,4019","-50,7019",-,A AERONAVE DECOLOU DE UMA ÁREA DE POUSO PARA USO AEROAGRÍCOLA (APUA) LOCALIZADA NA FAZENDA SANITÁ QUIRINÓPOLIS GO POR VOLTA DAS 11h30min (UTC) COM UM PILOTO A BORDO A FIM DE REALIZAR VOO DE APLICAÇÃO DE DEFENSIVO AGRÍCOLA EM PLANTAÇÃO. DURANTE UMA DAS PASSAGENS HOUVE O ROMPIMENTO DE UMA PÁ DE HÉLICE DA AERONAVE. O PILOTO REALIZOU UM POUSO FORÇADO NA PLANTAÇÃO. A AERONAVE TEVE DANOS SUBSTANCIAIS E O PILOTO SAIU ILESO.,PRTHT,S11,TEXTOR AVIACAO AGRICOLA LTDA - EPP,SCF-NP,Manobra,Operação Agrícola,Substancial,,,,,,,,,,,,1.0,,,,,A188B,L1P,C188,1905.0,1.0,CESSNA AIRCRAFT,verdadeiro
27445,202198180,WDA TAXI AEREO LTDA - ME,Incidente Grave,2021-03-09,18:45,BARÃO DE MELGAÇO,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SJIJ,"-17,1519","-56,6142",Privado,A aeronave decolou do Aeroporto Marechal Rondon (SBCY) Várzea Grande MT por volta das 18h45min (UTC) com destino ao aeródromo da Fazenda Santri (SJIJ) Barão de Melgaço MT a fim de realizar um voo de transporte de passageiros com um piloto e 3 passageiros. Após realizar o pouso próximo a livrar a pista o trem de pouso principal esquerdo recolheu. A aeronave teve danos leves. O piloto e os passageiros saíram ilesos.,PTRSJ,TPX,WDA TAXI AEREO LTDA - ME,SCF-NP,Corrida após pouso,Táxi Aéreo,Leve,SJIJ,SBCY,,,,,,,,,,1.0,3.0,,,,EMB-810D,L2P,PA34,2155.0,6.0,NEIVA,verdadeiro
27446,202168143,FENIX AVIACAO AGRICOLA LTDA,Acidente,2021-03-11,12:30,BARRA DO BUGRES,MT,Centro-Oeste,PERDA DE CONTROLE NO SOLO,Fora de Aeródromo,"-14,9389","-57,2006",-,A AERONAVE DECOLOU DA ÁREA DE POUSO PARA USO AEROAGRÍCOLA (APUA) LOCALIZADA NA FAZENDA OURO FINO BARRA DO BUGRES MT POR VOLTA DAS 12h30min (UTC) COM UM PILOTO A BORDO A FIM DE REALIZAR VOO DE APLICAÇÃO DE DEFENSIVO AGRÍCOLA. DURANTE A CORRIDA APÓS O POUSO O PILOTO PERDEU O EIXO DA APUA VINDO A COLIDIR A ASA DIREITA COM A PLANTAÇÃO E PERDEU O CONTROLE DA AERONAVE ATÉ SUA PARADA TOTAL. A AERONAVE TEVE DANOS SUBSTANCIAIS. O PILOTO SAIU ILESO.,PTFNX,S05,FENIX AVIACAO AGRICOLA LTDA,LOC-G,Corrida após pouso,Operação Agrícola,Substancial,,,,,,,,,,,,1.0,,,,,AT-402A,L1T,AT3T,3175.0,1.0,AIR TRACTOR,verdadeiro
27504,202197801,NOVA AVIAÇÃO AGRÍCOLA LTDA,Acidente,2021-03-13,12:57,CONQUISTA,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-19,8442","-47,7736",-,A aeronave decolou de Área de pouso para uso aeroagrícola (APUA) Capão Seco localizada no município de Conquista MG a fim de realizar voo local de pulverização em cultura de cana de açúcar com um piloto a bordo. Durante o voo ocorreu a falha do motor. Foi realizado pouso forçado. Após o pouso a aeronave pilonou. Houve um princípio de incêndio. A aeronave teve danos substanciais. O piloto sofreu lesões leves.,PRECG,S05,NOVA AVIAÇÃO AGRÍCOLA LTDA,SCF-PP,Voo a baixa altura,Operação Agrícola,Substancial,,,,,,,,,1.0,,,,,,,,AT-502B,L1T,AT5T,3629.0,1.0,AIR TRACTOR,verdadeiro
27983,202123446,AGD AVIATION ESCOLA DE AVIACAO CIVIL LTD,Acidente,2021-05-03,16:30,SÃO PAULO,SP,Sudeste,PERDA DE CONTROLE EM VOO,SBMT,"-23,5067","-46,6339",Público,A aeronave decolou do Aeródromo Campo de Marte (SBMT) São Paulo SP a fim de realizar um voo de instrução local com um instrutor e um aluno a bordo. Durante a demonstração do exercício de pouso e decolagem em terreno inclinado a aeronave colidiu contra o solo. A aeronave teve danos substanciais. Os tripulantes sofreram lesões leves.,PTHUD,PRI,AGD AVIATION ESCOLA DE AVIACAO CIVIL LTD,LOC-I,Manobra,Voo de Instrução,Substancial,SBMT,SBMT,,,,,,,2.0,,,,,,,,R22,H1P,R22,621.0,2.0,ROBINSON HELICOPTER,verdadeiro
28023,202112535,AURELINO LEITE DO NASCIMENTO,Incidente Grave,2021-05-02,18:30,BARÃO DE MELGAÇO,MT,Centro-Oeste,PERDA DE CONTROLE NO SOLO,Fora de Aeródromo,"-17,0058","-56,4594",-,A aeronave iria decolar do Aeródromo Arara Azul (SJHZ) Barão de Melgaço MT com destino ao aeródromo de Poconé (SWPK) MT por volta das 18h30min (UTC) com um piloto e três passageiros a bordo.Durante a corrida de decolagem a aeronave passou sobre uma pequena ondulação (lombada) que a fez decolar e sem condições de manter o voo retornou ao solo.Após o toque o piloto perdeu o controle da aeronave e saiu pela lateral esquerda da pista. A aeronave teve danos leves e todos os ocupantes saíram ilesos.,PTJJH,TPP,AURELINO LEITE DO NASCIMENTO,LOC-G,Decolagem,Voo Privado,Leve,SWPK,,,,,,,,,,,1.0,3.0,,,,182P,L1P,C182,1338.0,4.0,CESSNA AIRCRAFT,verdadeiro
28263,202124561,ACS - INDUSTRIA AERONAUTICA LTDA,Acidente,2021-05-13,19:57,GAVIÃO PEIXOTO,SP,Sudeste,PERDA DE CONTROLE EM VOO,SBGP,"-21,7719","-48,4056",Privado,A aeronave decolou do Aeródromo EMBRAER - Unidade Gavião Peixoto ( SBGP ) Gavião Peixoto SP a fim de realizar voo local de certificação conforme CAVE em área determinada. Após dois minutos e quarenta e um segundos de voo o controle da aeronave foi perdido ocasionando sua queda. A aeronave ficou destruída. Não houve lesões a pessoas Não houve danos a terceiros.,PPXZE,PET,ACS - INDUSTRIA AERONAUTICA LTDA,LOC-I,Cruzeiro,Voo Experimental,Destruída,SBGP,SBGP,,,,,,,,,,1.0,,,,,ACS-330,,,80.0,,ACS-Indústria Aeronaútica LTDA,verdadeiro
42788,202462412255,ULTRA-PLANNA TÁXI AÉREO LTDA,Acidente,2024-02-19,22:48,GOIANÉSIA DO PARÁ,PA,Norte,INDETERMINADO,Fora de Aeródromo,"-4,42778","-49,4467",-,A aeronave decolou da Chácara Bela Vista (ZZZZ) no município de Novo Repartimento PA por volta das 22h48min (UTC) com destino ao aeródromo Aero Hilinorte (SJ4J) São João do Araguaia PA a fim de realizar voo privado com um tripulante e dois passageiros a bordo. Durante o voo a aeronave perdeu altura e caiu no rio Tocantins.,PRBLZ,TPX,ULTRA-PLANNA TÁXI AÉREO LTDA,UNK,Indeterminada,Táxi Aéreo,Substancial,,,1.0,2.0,,,,,,,,,,,,,R44 II,H1P,R44,1134.0,4.0,ROBINSON HELICOPTER,verdadeiro
42790,202450894796,SAXTUL DO BRASIL S/A,Incidente Grave,2024-02-21,16:08,PALMAS,TO,Norte,OUTROS,SBPJ,"-10,29","-48,3578",Público,A aeronave decolou do Aeroporto Val de Cans - Júlio Cezar Ribeiro (SBBE) Belém PA com destino ao aeródromo Porto Nacional (SDPE) Porto Nacional TO a fim de realizar um voo privado com dois tripulantes e um passageiro a bordo. A aeronave não conseguiu efetuar pouso no aeródromo de destino devido às condições meteorológicas adversas. Em função do curto combustível o voo alternou pouso no aeródromo Brigadeiro Lysias Rodrigues (SBPJ) Palmas TO.,PTOMT,TPP,SAXTUL DO BRASIL S/A,OTHR,Outras,Voo Privado,Nenhum,SDPE,SBBE,,,,,,,,,,2.0,1.0,,,,500,L2J,C500,5216.0,9.0,CESSNA AIRCRAFT,verdadeiro
28028,202168205,MANAGUI AGROPECUARIA LTDA,Acidente,2021-04-30,16:10,IPIRANGA DO NORTE,MT,Centro-Oeste,OUTROS,Fora de Aeródromo,"-11,6081","-55,86",-,A aeronave decolou do aeródromo Clube Aerodesportivo Selva (SIVG) Sinop MT com destino ao Aeródromo de Colniza (SIXG) Colniza MT por volta das 16h10min (UTC) a fim de realizar voo privado com um piloto a bordo.Durante a subida a aeronave foi sequestrada. Quando estavam a aproximadamente 25nm afastados de Sinop MT o piloto cortou o motor voluntariamente. Foi realizado um pouso forçado em uma plantação de milho nas proximidades da rodovia MT-220. Os sequestradores evadiram-se do local da queda.A aeronave teve danos substanciais.O piloto saiu ileso.,PTRRK,TPP,MANAGUI AGROPECUARIA LTDA,OTHR,Cruzeiro,Voo Privado,Substancial,,SIVG,,,,,,,,,,1.0,2.0,,,,EMB-711ST,L1P,P28T,1315.0,4.0,NEIVA,falso
29423,202134943,AEROCLUBE DE BEBEDOURO,Acidente,2021-07-12,19:10,BEBEDOURO,SP,Sudeste,PERDA DE CONTROLE EM VOO,SDBB,"-20,9001","-48,4738",Público,A aeronave decolou do Aeródromo de Bebedouro (SDBB) Bebedouro SP por volta das 16h10min sendo rebocada por outra aeronave para realizar voo de instrução. Logo após a decolagem o planador desconectou-se da aeronave rebocadora vindo a colidir com o terreno nas proximidades do aeródromo. A aeronave teve danos substanciais. Os tripulantes sofreram lesões graves.O tripulante da aeronave rebocadora saiu ileso.,PPFJZ,PRI,AEROCLUBE DE BEBEDOURO,LOC-I,Decolagem,Voo Privado,Substancial,SDBB,SDBB,,,,2.0,,,,,,,,,,,IPE-02B,L00,GLID,565.0,2.0,IPE,verdadeiro
28503,202116101,AEROCLUBE DE PARA DE MINAS,Incidente Grave,2021-06-17,13:35,DIVINÓPOLIS,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SNDV,"-20,1796","-44,8715",Público,A aeronave decolou do aeródromo de Pará de Minas - MG (SNPA) com destino ao aeródromo de Belo Horizonte(SBBH) a fim de realizar treinamento IFR com instrutor e aluno a bordo. Devido não ter obtido autorização do controle de tráfego para o treinamento em SBBH a tripulação optou prosseguir para Divinópolis a fim de realizar treinamento de TGL. Ao realizar o segundo pouso a aeronave teve o trem de pouso do nariz recolhido vindo a tocar o nariz no solo  se arrastando por alguns metros até parar na lateral esquerda da pista. A aeronave teve danos leves. A tripulação não sofreu lesões.,PRVOM,PRI,AEROCLUBE DE PARA DE MINAS,SCF-NP,Pouso,Voo de Instrução,Leve,SBBH,SNPA,,,,,,,,,,2.0,,,,,PA-34-200,L2P,PA34,1905.0,6.0,PIPER AIRCRAFT,verdadeiro
38867,202361373393,CARLOS ROBERTO FRANCISCONI,Acidente,2023-09-17,12:30:00,DOUTOR ULYSSES,PR,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-24,3404","-49,2512",-,A aeronave decolou do aeródromo Siqueira Campos (SSQC) no município de Siqueira Campos PR por volta das 12h30min (UTC) a fim de realizar voo de aerofotografia com um tripulante e um passageiro a bordo. Durante o voo a aeronave colidiu contra o terreno.,PPDSX,TPP,CARLOS ROBERTO FRANCISCONI,SCF-PP,Cruzeiro,Voo Privado,Substancial,SSQC,SSQC,1.0,1.0,,,,,,,,,,,,,170,L1P,C170,998.0,4.0,CESSNA AIRCRAFT,verdadeiro
44972,202464103288,MAURO RIBEIRO,Acidente,2024-04-03,16:00:00,Ponte Alta do Norte,SC,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Aeródromo não cadastrado,"-27,1953","-50,3178",,A aeronave decolou do Aeroclube de Santa Catarina (SSKT) São José SC a fim de realizar voo privado para o aeródromo de Ângelo Ponzoni (SSVI) Videira SC com um piloto a bordo. Após aproximadamente uma hora de voo a aeronave realizou um pouso forçado em região de floresta localizado no município de Ponte Alta do Norte SC.,PUVRB,AMD,MAURO RIBEIRO,SCF-PP,Cruzeiro,Voo Experimental,Substancial,SSVI,SSKT,0.0,,,1.0,,,0.0,,,0.0,,,,,P92 ECHO 2000 RG,L1P,ULAC,525.0,2.0,TECNAN,verdadeiro
34628,201980700,WILSON FONSECA FERREIRA JÚNIOR,Acidente,2019-11-25,09:40:00,PENÁPOLIS ,SP,Sudeste,,Fora de Aeródromo,,,-,,PTNUY,TPP,WILSON FONSECA FERREIRA JÚNIOR,,,,,,,,,,,,,,,,,,,,,EMB-711T,L1P,P28T,1247.0,4.0,NEIVA,verdadeiro
38106,202395576207,EVALE - ESCOLA DE AVIAÇÃO CIVIL LTDA -ME,Acidente,2023-07-14,21:30:00,UNIÃO DA VITÓRIA ,PR,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-26,134","-51,0418",-,A aeronave decolou do aeródromo Asas de Balsa Nova (SJPR) Balsa Nova PR com destino ao aeródromo União da Vitória (SSUV) União da Vitória PR aproximadamente às 15h30min (UTC) a fim de realizar voo de instrução com dois tripulantes a bordo. Durante a descida o piloto reportou mau funcionamento do motor e realizou pouso de emergência em local não preparado.,PRCDI,PRI,EVALE - ESCOLA DE AVIAÇÃO CIVIL LTDA -ME,SCF-PP,Descida,Voo de Instrução,Substancial,SSUV ,SJPR ,,,,,,,,,,2.0,,,,,152,L1P,C152,757.0,2.0,CESSNA AIRCRAFT,verdadeiro
38486,202354998263,AMAPIL TAXI AEREO LTDA-EPP,Acidente,2023-08-24,16:30:00,POCONÉ ,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,SJQI,"-17,2128","-56,4626",Privado,A aeronave decolou do Aeroporto de Campo Grande (SBCG) Campo Grande MS com destino ao aeródromo Hotel Porto Jofre (SJQI) Poconé MT a fim de realizar transporte de passageiro. Durante tentativa de pouso houve toque das pontas das pás da hélice do motor direito contra o solo a aeronave saiu do solo e em seguida colidiu contra terreno alagado.,PTRSI,TPX,AMAPIL TAXI AEREO LTDA-EPP,LOC-I,Pouso,Táxi Aéreo,Substancial,SJQI ,SBCG ,,,,,,,,,,1.0,1.0,,,,EMB-810D,L2P,PA34,2155.0,7.0,EMBRAER,verdadeiro
41513,202432235410,ARENHART AVIACAO AGRICOLA LTDA,Acidente,2023-12-21,21:10:00,URUGUAIANA,RS,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-30,0345","-56,5145",-,A aeronave decolou de uma área de pouso para uso aeroagrícola (APUA) localizado no município de Uruguaiana RS a fim de realizar operação agrícola com um piloto a bordo. Após a decolagem ocorreu a perda de potência do motor e foi realizado um pouso de emergência em área não preparada.,PTGNI,S05,ARENHART AVIACAO AGRICOLA LTDA,SCF-PP,Decolagem,Operação Agrícola,Substancial,,,,,,,,,,,,1.0,,,,,EMB-201,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
44346,202485775762,NILIO BELLO BENITES,Acidente,2024-03-04,20:00,Birigui,SP,Sudeste,EXCURSÃO DE PISTA,SJWQ,"-21,2167","-50,3058",Privado,A aeronave decolou de aeródromo desconhecido e realizou pouso no aeródromo CMTE Munir Djabak (SJWQ) Birigui SP. Durante o pouso a aeronave saiu pela lateral esquerda da pista e sofreu danos substanciais. Não há informações sobre a quantidade de pessoas a bordo. A tripulação se evadiu do local.,PRNIB,TPP,NILIO BELLO BENITES,RE,Pouso,Desconhecida,Substancial,,,,,,,,,,,,,,,,,58,L2P,BE58,2449.0,6.0,BEECH AIRCRAFT,verdadeiro
28143,202109145,LOOPING ESCOLA DE AVIACAO LEVE LTDA - ME,Acidente,2021-05-07,13:50,ATIBAIA,SP,Sudeste,MANOBRA ABRUPTA,Fora de Aeródromo,"-23,1497","-46,5747",-,A AERONAVE DECOLOU DO AERÓDROMO DE ATIBAIA (SDTB) ATIBAIA SP POR VOLTA DAS 13H45MIN (UTC) A FIM DE REALIZAR UM VOO LOCAL DE INSTRUÇÃO DE READAPTAÇÃO COM DOIS TRIPULANTES A BORDO. APÓS A DECOLAGEM A AERONAVE APRESENTOU FALHA NO MOTOR E A TRIPULAÇÃO EFETUOU POUSO DE EMERGÊNCIA NA RODOVIA FERNÃO DIAS ALTURA DO KM 41. A AERONAVE TEVE DANOS SUBSTANCIAIS. UM TRIPULANTE SOFREU LESÕES LEVES E O OUTRO TRIPULANTE SAIU ILESO.,PUATZ,TPP,LOOPING ESCOLA DE AVIACAO LEVE LTDA - ME,AMAN,Decolagem,Voo de Instrução,Substancial,SDTB,SDTB,,,,,,,1.0,,,1.0,,,,,ADVENTURE,L1P,TIAD,495.0,2.0,TRIKE ICAROS IND. AERONAUTICA LTDA,verdadeiro
30565,2021250337,AEROCLUBE DE LAVRAS,Incidente Grave,2021-12-02,12:15:00,LAVRAS,MG,Sudeste,CONTATO ANORMAL COM A PISTA,SSOL,"-21,2405","-44,9572",Público,A aeronave decolou do aeródromo Padre Israel Batista de Carvalho (SSOL) Lavras MG a fim de realizar um voo de instrução com dois tripulantes a bordo. No retorno durante a aproximação para a RWY 05 de SSOL a aeronave tocou a pista com trem de pouso recolhido.,PTVJT,PRI,AEROCLUBE DE LAVRAS,ARC,Pouso,Voo de Instrução,Leve,SSOL,SSOL,,,,,,,,,,2.0,,,,,EMB-810D,L2P,PA34,2155.0,6.0,NEIVA,verdadeiro
31448,2022983748,AGRO RAÇA SERVIÇO DE PULVERIZAÇÃO AGRÍCOLA LTDA,Acidente,2022-03-05,15:00,SANTA CRUZ DO XINGU,MT,Centro-Oeste,PERDA DE CONTROLE NO SOLO,Fora de Aeródromo,"-10,3839","-52,6037",-,A aeronave iniciou a corrida de decolagem na Área de pouso para uso aeroagrícola (APUA) da Fazenda Malibu (ZZZZ) Santa Cruz do Xingu MT a fim de realizar voo de pulverização com um tripulante a bordo. Todavia a mesma não conseguindo levantar voo extrapolou o limite longitudinal da pista e colidiu com uma cerca.,PTCGY,S05,AGRO RAÇA SERVIÇO DE PULVERIZAÇÃO AGRÍCOLA LTDA,LOC-G,Decolagem,Operação Agrícola,Substancial,,,,,,,,,,,,1.0,,,,,EMB-203,L1P,IPAN,1900.0,1.0,EMBRAER,verdadeiro
